Operation,Transaction mode,time,time_s
OP1 - Retrieve,Read-only,390.1,0.39
OP1 - Retrieve,Read-only,388.51,0.389
OP1 - Retrieve,Read-only,388.95,0.389
OP1 - Retrieve,Read-only,389.66,0.39
OP1 - Retrieve,Read-only,389.6,0.39
OP1 - Retrieve,Read-only,390.89,0.391
OP1 - Retrieve,Read-only,389.63,0.39
OP1 - Retrieve,Read-only,388.23,0.388
OP1 - Retrieve,Read-only,389.49,0.389
OP1 - Retrieve,Read-only,388.17,0.388
OP1 - Retrieve,Read-only,388.27,0.388
OP1 - Retrieve,Read-only,388.57,0.389
OP1 - Retrieve,Read-only,388.09,0.388
OP1 - Retrieve,Read-only,384.08,0.384
OP1 - Retrieve,Read-only,388.63,0.389
OP1 - Retrieve,Read-only,388.57,0.389
OP1 - Retrieve,Read-only,387.87,0.388
OP1 - Retrieve,Read-only,390.06,0.39
OP1 - Retrieve,Read-only,388.3,0.388
OP1 - Retrieve,Read-only,388.16,0.388
OP1 - Retrieve,Read-only,387.44,0.387
OP1 - Retrieve,Read-only,387.21,0.387
OP1 - Retrieve,Read-only,388.88,0.389
OP1 - Retrieve,Read-only,385.75,0.386
OP1 - Retrieve,Read-only,388.47,0.388
OP1 - Retrieve,Read-only,389.92,0.39
OP1 - Retrieve,Read-only,389.49,0.389
OP1 - Retrieve,Read-only,389.14,0.389
OP1 - Retrieve,Read-only,388.32,0.388
OP1 - Retrieve,Read-only,386.48,0.386
OP1 - Retrieve,Read-only,388.68,0.389
OP1 - Retrieve,Read-only,387.35,0.387
OP1 - Retrieve,Read-only,390.02,0.39
OP1 - Retrieve,Read-only,387.36,0.387
OP1 - Retrieve,Read-only,387.96,0.388
OP1 - Retrieve,Read-only,387.61,0.388
OP1 - Retrieve,Read-only,387.8,0.388
OP1 - Retrieve,Read-only,389.23,0.389
OP1 - Retrieve,Read-only,390.59,0.391
OP1 - Retrieve,Read-only,388.49,0.388
OP1 - Retrieve,Read-only,388.5,0.389
OP1 - Retrieve,Read-only,388.52,0.389
OP1 - Retrieve,Read-only,386.96,0.387
OP1 - Retrieve,Read-only,389.16,0.389
OP1 - Retrieve,Read-only,388.08,0.388
OP1 - Retrieve,Read-only,383.24,0.383
OP1 - Retrieve,Read-only,383.78,0.384
OP1 - Retrieve,Read-only,383.2,0.383
OP1 - Retrieve,Read-only,380.86,0.381
OP1 - Retrieve,Read-only,382.93,0.383
OP1 - Retrieve,Read-only,387.88,0.388
OP1 - Retrieve,Read-only,387.71,0.388
OP1 - Retrieve,Read-only,388.61,0.389
OP1 - Retrieve,Read-only,388.32,0.388
OP1 - Retrieve,Read-only,386.73,0.387
OP1 - Retrieve,Read-only,389.03,0.389
OP1 - Retrieve,Read-only,379.61,0.38
OP1 - Retrieve,Read-only,383.22,0.383
OP1 - Retrieve,Read-only,381.23,0.381
OP1 - Retrieve,Read-only,389.25,0.389
OP1 - Retrieve,Read-only,389.67,0.39
OP1 - Retrieve,Read-only,390.06,0.39
OP1 - Retrieve,Read-only,387.68,0.388
OP1 - Retrieve,Read-only,387.32,0.387
OP1 - Retrieve,Read-only,387.83,0.388
OP1 - Retrieve,Read-only,388.81,0.389
OP1 - Retrieve,Read-only,384.34,0.384
OP1 - Retrieve,Read-only,389.3,0.389
OP1 - Retrieve,Read-only,390.05,0.39
OP1 - Retrieve,Read-only,389.74,0.39
OP1 - Retrieve,Read-only,388.73,0.389
OP1 - Retrieve,Read-only,388.65,0.389
OP1 - Retrieve,Read-only,387.59,0.388
OP1 - Retrieve,Read-only,389.62,0.39
OP1 - Retrieve,Read-only,390.84,0.391
OP1 - Retrieve,Read-only,392.14,0.392
OP1 - Retrieve,Read-only,392.05,0.392
OP1 - Retrieve,Read-only,392.58,0.393
OP1 - Retrieve,Read-only,391.87,0.392
OP1 - Retrieve,Read-only,390.44,0.39
OP1 - Retrieve,Read-only,389.76,0.39
OP1 - Retrieve,Read-only,388.91,0.389
OP1 - Retrieve,Read-only,389.92,0.39
OP1 - Retrieve,Read-only,390.71,0.391
OP1 - Retrieve,Read-only,388.75,0.389
OP1 - Retrieve,Read-only,388.85,0.389
OP1 - Retrieve,Read-only,389.49,0.389
OP1 - Retrieve,Read-only,387.44,0.387
OP1 - Retrieve,Read-only,389.41,0.389
OP1 - Retrieve,Read-only,388.42,0.388
OP1 - Retrieve,Read-only,390.35,0.39
OP1 - Retrieve,Read-only,390.22,0.39
OP1 - Retrieve,Read-only,362.53,0.363
OP1 - Retrieve,Read-only,364.03,0.364
OP1 - Retrieve,Read-only,386.07,0.386
OP1 - Retrieve,Read-only,387.39,0.387
OP1 - Retrieve,Read-only,389.96,0.39
OP1 - Retrieve,Read-only,391.13,0.391
OP1 - Retrieve,Read-only,389.22,0.389
OP1 - Retrieve,Read-only,385.88,0.386
OP1 - Retrieve,Read-only,388.52,0.389
OP1 - Retrieve,Read-only,388.83,0.389
OP1 - Retrieve,Read-only,387.33,0.387
OP1 - Retrieve,Read-only,388.21,0.388
OP1 - Retrieve,Read-only,386.44,0.386
OP1 - Retrieve,Read-only,364.36,0.364
OP1 - Retrieve,Read-only,363.59,0.364
OP1 - Retrieve,Read-only,387.15,0.387
OP1 - Retrieve,Read-only,389.91,0.39
OP1 - Retrieve,Read-only,390.25,0.39
OP1 - Retrieve,Read-only,388.03,0.388
OP1 - Retrieve,Read-only,387.08,0.387
OP1 - Retrieve,Read-only,363.68,0.364
OP1 - Retrieve,Read-only,361.95,0.362
OP1 - Retrieve,Read-only,362.11,0.362
OP1 - Retrieve,Read-only,362.79,0.363
OP1 - Retrieve,Read-only,384.02,0.384
OP1 - Retrieve,Read-only,392.3,0.392
OP1 - Retrieve,Read-only,387.53,0.388
OP1 - Retrieve,Read-only,387.19,0.387
OP1 - Retrieve,Read-only,388.6,0.389
OP1 - Retrieve,Read-only,387.21,0.387
OP1 - Retrieve,Read-only,387.81,0.388
OP1 - Retrieve,Read-only,361.63,0.362
OP1 - Retrieve,Read-only,361.8,0.362
OP1 - Retrieve,Read-only,362.95,0.363
OP1 - Retrieve,Read-only,362.17,0.362
OP1 - Retrieve,Read-only,361.04,0.361
OP1 - Retrieve,Read-only,362.14,0.362
OP1 - Retrieve,Read-only,391.68,0.392
OP1 - Retrieve,Read-only,390.96,0.391
OP1 - Retrieve,Read-only,387.83,0.388
OP1 - Retrieve,Read-only,390.79,0.391
OP1 - Retrieve,Read-only,388.14,0.388
OP1 - Retrieve,Read-only,389.73,0.39
OP1 - Retrieve,Read-only,387.1,0.387
OP1 - Retrieve,Read-only,389.37,0.389
OP1 - Retrieve,Read-only,388.04,0.388
OP1 - Retrieve,Read-only,363.02,0.363
OP1 - Retrieve,Read-only,362.74,0.363
OP1 - Retrieve,Read-only,364.74,0.365
OP1 - Retrieve,Read-only,364.04,0.364
OP1 - Retrieve,Read-only,363.08,0.363
OP1 - Retrieve,Read-only,385.58,0.386
OP1 - Retrieve,Read-only,361.97,0.362
OP1 - Retrieve,Read-only,362.0,0.362
OP1 - Retrieve,Read-only,361.75,0.362
OP1 - Retrieve,Read-only,362.87,0.363
OP1 - Retrieve,Read-only,391.65,0.392
OP1 - Retrieve,Read-only,386.78,0.387
OP1 - Retrieve,Read-only,361.7,0.362
OP1 - Retrieve,Read-only,392.46,0.392
OP1 - Retrieve,Read-only,362.5,0.362
OP1 - Retrieve,Read-only,388.57,0.389
OP1 - Retrieve,Read-only,392.09,0.392
OP1 - Retrieve,Read-only,391.56,0.392
OP1 - Retrieve,Read-only,389.49,0.389
OP1 - Retrieve,Read-only,386.55,0.387
OP1 - Retrieve,Read-only,388.05,0.388
OP1 - Retrieve,Read-only,387.95,0.388
OP1 - Retrieve,Read-only,390.13,0.39
OP1 - Retrieve,Read-only,388.72,0.389
OP1 - Retrieve,Read-only,387.74,0.388
OP1 - Retrieve,Read-only,362.56,0.363
OP1 - Retrieve,Read-only,362.31,0.362
OP1 - Retrieve,Read-only,362.78,0.363
OP1 - Retrieve,Read-only,364.16,0.364
OP1 - Retrieve,Read-only,390.76,0.391
OP1 - Retrieve,Read-only,388.51,0.389
OP1 - Retrieve,Read-only,389.02,0.389
OP1 - Retrieve,Read-only,388.62,0.389
OP1 - Retrieve,Read-only,388.92,0.389
OP1 - Retrieve,Read-only,387.11,0.387
OP1 - Retrieve,Read-only,387.08,0.387
OP1 - Retrieve,Read-only,384.29,0.384
OP1 - Retrieve,Read-only,385.95,0.386
OP1 - Retrieve,Read-only,384.22,0.384
OP1 - Retrieve,Read-only,383.13,0.383
OP1 - Retrieve,Read-only,383.42,0.383
OP1 - Retrieve,Read-only,386.09,0.386
OP1 - Retrieve,Read-only,385.31,0.385
OP1 - Retrieve,Read-only,382.38,0.382
OP1 - Retrieve,Read-only,381.74,0.382
OP1 - Retrieve,Read-only,384.46,0.384
OP1 - Retrieve,Read-only,383.32,0.383
OP1 - Retrieve,Read-only,382.3,0.382
OP1 - Retrieve,Read-only,382.35,0.382
OP1 - Retrieve,Read-only,384.53,0.385
OP1 - Retrieve,Read-only,384.16,0.384
OP1 - Retrieve,Read-only,382.09,0.382
OP1 - Retrieve,Read-only,358.97,0.359
OP1 - Retrieve,Read-only,360.34,0.36
OP1 - Retrieve,Read-only,360.57,0.361
OP1 - Retrieve,Read-only,363.36,0.363
OP1 - Retrieve,Read-only,380.28,0.38
OP1 - Retrieve,Read-only,359.36,0.359
OP1 - Retrieve,Read-only,361.3,0.361
OP1 - Retrieve,Read-only,360.02,0.36
OP1 - Retrieve,Read-only,362.41,0.362
OP1 - Retrieve,Read-only,361.97,0.362
OP1 - Retrieve,Read-only,363.56,0.364
OP1 - Retrieve,Read-only,359.66,0.36
OP1 - Retrieve,Read-only,360.7,0.361
OP1 - Retrieve,Read-only,362.54,0.363
OP1 - Retrieve,Read-only,362.3,0.362
OP1 - Retrieve,Read-only,363.91,0.364
OP1 - Retrieve,Read-only,362.64,0.363
OP1 - Retrieve,Read-only,363.19,0.363
OP1 - Retrieve,Read-only,364.12,0.364
OP1 - Retrieve,Read-only,363.59,0.364
OP1 - Retrieve,Read-only,361.38,0.361
OP1 - Retrieve,Read-only,363.09,0.363
OP1 - Retrieve,Read-only,383.0,0.383
OP1 - Retrieve,Read-only,384.36,0.384
OP1 - Retrieve,Read-only,384.52,0.385
OP1 - Retrieve,Read-only,383.18,0.383
OP1 - Retrieve,Read-only,383.43,0.383
OP1 - Retrieve,Read-only,364.33,0.364
OP1 - Retrieve,Read-only,361.73,0.362
OP1 - Retrieve,Read-only,363.02,0.363
OP1 - Retrieve,Read-only,362.38,0.362
OP1 - Retrieve,Read-only,360.48,0.36
OP1 - Retrieve,Read-only,360.89,0.361
OP1 - Retrieve,Read-only,362.55,0.363
OP1 - Retrieve,Read-only,361.63,0.362
OP1 - Retrieve,Read-only,363.3,0.363
OP1 - Retrieve,Read-only,383.99,0.384
OP1 - Retrieve,Read-only,384.18,0.384
OP1 - Retrieve,Read-only,383.88,0.384
OP1 - Retrieve,Read-only,384.06,0.384
OP1 - Retrieve,Read-only,382.43,0.382
OP1 - Retrieve,Read-only,383.45,0.383
OP1 - Retrieve,Read-only,360.8,0.361
OP1 - Retrieve,Read-only,361.82,0.362
OP1 - Retrieve,Read-only,361.55,0.362
OP1 - Retrieve,Read-only,361.79,0.362
OP1 - Retrieve,Read-only,362.9,0.363
OP1 - Retrieve,Read-only,362.41,0.362
OP1 - Retrieve,Read-only,362.32,0.362
OP1 - Retrieve,Read-only,365.18,0.365
OP1 - Retrieve,Read-only,363.14,0.363
OP1 - Retrieve,Read-only,363.74,0.364
OP1 - Retrieve,Read-only,361.37,0.361
OP1 - Retrieve,Read-only,384.04,0.384
OP1 - Retrieve,Read-only,381.29,0.381
OP1 - Retrieve,Read-only,382.48,0.382
OP1 - Retrieve,Read-only,381.76,0.382
OP1 - Retrieve,Read-only,382.92,0.383
OP1 - Retrieve,Read-only,360.72,0.361
OP1 - Retrieve,Read-only,361.68,0.362
OP1 - Retrieve,Read-only,362.94,0.363
OP1 - Retrieve,Read-only,380.97,0.381
OP1 - Retrieve,Read-only,382.8,0.383
OP1 - Retrieve,Read-only,381.99,0.382
OP1 - Retrieve,Read-only,359.34,0.359
OP1 - Retrieve,Read-only,363.33,0.363
OP1 - Retrieve,Read-only,363.71,0.364
OP1 - Retrieve,Read-only,362.5,0.362
OP1 - Retrieve,Read-only,361.84,0.362
OP1 - Retrieve,Read-only,361.64,0.362
OP1 - Retrieve,Read-only,362.35,0.362
OP1 - Retrieve,Read-only,363.37,0.363
OP1 - Retrieve,Read-only,362.0,0.362
OP1 - Retrieve,Read-only,360.85,0.361
OP1 - Retrieve,Read-only,385.79,0.386
OP1 - Retrieve,Read-only,384.03,0.384
OP1 - Retrieve,Read-only,384.74,0.385
OP1 - Retrieve,Read-only,382.81,0.383
OP1 - Retrieve,Read-only,382.93,0.383
OP1 - Retrieve,Read-only,384.92,0.385
OP1 - Retrieve,Read-only,382.04,0.382
OP1 - Retrieve,Read-only,381.44,0.381
OP1 - Retrieve,Read-only,359.54,0.36
OP1 - Retrieve,Read-only,360.33,0.36
OP1 - Retrieve,Read-write,543.69,0.544
OP1 - Retrieve,Read-write,543.23,0.543
OP1 - Retrieve,Read-write,542.0,0.542
OP1 - Retrieve,Read-write,545.93,0.546
OP1 - Retrieve,Read-write,543.37,0.543
OP1 - Retrieve,Read-write,542.08,0.542
OP1 - Retrieve,Read-write,546.22,0.546
OP1 - Retrieve,Read-write,547.05,0.547
OP1 - Retrieve,Read-write,542.52,0.543
OP1 - Retrieve,Read-write,542.03,0.542
OP1 - Retrieve,Read-write,542.21,0.542
OP1 - Retrieve,Read-write,548.62,0.549
OP1 - Retrieve,Read-write,542.82,0.543
OP1 - Retrieve,Read-write,545.93,0.546
OP1 - Retrieve,Read-write,539.28,0.539
OP1 - Retrieve,Read-write,543.93,0.544
OP1 - Retrieve,Read-write,543.89,0.544
OP1 - Retrieve,Read-write,542.51,0.543
OP1 - Retrieve,Read-write,545.7,0.546
OP1 - Retrieve,Read-write,550.72,0.551
OP1 - Retrieve,Read-write,543.82,0.544
OP1 - Retrieve,Read-write,544.33,0.544
OP1 - Retrieve,Read-write,544.76,0.545
OP1 - Retrieve,Read-write,543.48,0.543
OP1 - Retrieve,Read-write,546.12,0.546
OP1 - Retrieve,Read-write,540.1,0.54
OP1 - Retrieve,Read-write,540.42,0.54
OP1 - Retrieve,Read-write,538.0,0.538
OP1 - Retrieve,Read-write,538.15,0.538
OP1 - Retrieve,Read-write,535.71,0.536
OP1 - Retrieve,Read-write,546.03,0.546
OP1 - Retrieve,Read-write,545.15,0.545
OP1 - Retrieve,Read-write,545.9,0.546
OP1 - Retrieve,Read-write,545.25,0.545
OP1 - Retrieve,Read-write,537.14,0.537
OP1 - Retrieve,Read-write,537.91,0.538
OP1 - Retrieve,Read-write,540.54,0.541
OP1 - Retrieve,Read-write,540.11,0.54
OP1 - Retrieve,Read-write,547.9,0.548
OP1 - Retrieve,Read-write,547.44,0.547
OP1 - Retrieve,Read-write,545.49,0.545
OP1 - Retrieve,Read-write,544.02,0.544
OP1 - Retrieve,Read-write,544.2,0.544
OP1 - Retrieve,Read-write,542.39,0.542
OP1 - Retrieve,Read-write,543.36,0.543
OP1 - Retrieve,Read-write,538.98,0.539
OP1 - Retrieve,Read-write,537.18,0.537
OP1 - Retrieve,Read-write,538.93,0.539
OP1 - Retrieve,Read-write,544.32,0.544
OP1 - Retrieve,Read-write,544.66,0.545
OP1 - Retrieve,Read-write,546.94,0.547
OP1 - Retrieve,Read-write,546.03,0.546
OP1 - Retrieve,Read-write,543.25,0.543
OP1 - Retrieve,Read-write,544.55,0.545
OP1 - Retrieve,Read-write,537.09,0.537
OP1 - Retrieve,Read-write,537.07,0.537
OP1 - Retrieve,Read-write,548.21,0.548
OP1 - Retrieve,Read-write,536.23,0.536
OP1 - Retrieve,Read-write,540.01,0.54
OP1 - Retrieve,Read-write,540.04,0.54
OP1 - Retrieve,Read-write,537.84,0.538
OP1 - Retrieve,Read-write,537.33,0.537
OP1 - Retrieve,Read-write,539.04,0.539
OP1 - Retrieve,Read-write,546.93,0.547
OP1 - Retrieve,Read-write,544.9,0.545
OP1 - Retrieve,Read-write,544.69,0.545
OP1 - Retrieve,Read-write,543.21,0.543
OP1 - Retrieve,Read-write,543.31,0.543
OP1 - Retrieve,Read-write,545.08,0.545
OP1 - Retrieve,Read-write,543.96,0.544
OP1 - Retrieve,Read-write,541.27,0.541
OP1 - Retrieve,Read-write,545.55,0.546
OP1 - Retrieve,Read-write,544.41,0.544
OP1 - Retrieve,Read-write,522.25,0.522
OP1 - Retrieve,Read-write,544.84,0.545
OP1 - Retrieve,Read-write,544.4,0.544
OP1 - Retrieve,Read-write,546.57,0.547
OP1 - Retrieve,Read-write,542.71,0.543
OP1 - Retrieve,Read-write,547.05,0.547
OP1 - Retrieve,Read-write,519.64,0.52
OP1 - Retrieve,Read-write,506.92,0.507
